N,P,K,temperature,humidity,ph,rainfall,label
119.66,24.99,28.01,25.48,52.27,6.41,159.78,coffee
89.77,35.89,30.71,27.35,64.1,6.05,110.97,coffee
87.94,33.25,26.5,26.88,67.02,6.78,149.09,coffee
101.07,33.73,32.84,23.42,69.09,6.3,161.54,coffee
101.49,19.9,28.32,27.45,54.22,7.14,183.46,coffee
97.59,26.71,30.91,25.36,60.08,6.96,140.51,coffee
110.88,36.55,32.16,26.72,63.61,7.39,171.22,coffee
100.67,27.6,33.89,23.7,54.95,7.17,157.81,coffee
104.39,32.09,33.36,26.35,62.01,6.27,184.16,coffee
108.95,29.7,31.08,24.18,55.15,7.2,141.87,coffee
81.0,36.06,28.88,25.19,56.67,6.96,135.53,coffee
102.83,22.11,30.03,23.08,58.83,7.0,180.97,coffee
115.37,29.39,32.69,23.76,60.58,7.25,113.94,coffee
80.7,18.08,33.78,23.46,58.99,6.86,120.91,coffee
96.21,32.26,26.04,24.2,59.86,6.7,116.59,coffee
117.05,33.3,28.85,23.5,55.97,6.95,177.45,coffee
94.13,16.07,32.76,26.46,53.18,6.45,110.85,coffee
98.35,31.89,29.32,23.15,50.95,6.27,178.93,coffee
119.26,25.37,28.32,26.09,53.92,6.92,146.1,coffee
87.97,18.1,29.11,23.7,61.64,6.35,110.32,coffee
82.61,25.5,31.03,27.73,65.72,6.12,142.13,coffee
114.38,19.86,35.0,27.67,53.38,6.0,124.94,coffee
114.74,25.39,29.93,24.13,52.17,6.91,159.95,coffee
98.88,24.61,27.08,26.07,64.99,6.54,164.35,coffee
100.57,33.46,26.63,23.14,56.1,7.13,149.0,coffee
113.43,34.36,25.42,27.66,69.03,6.56,113.24,coffee
109.54,30.18,30.59,25.61,64.29,6.73,162.49,coffee
90.61,15.57,30.45,23.22,56.54,6.61,177.36,coffee
80.68,38.28,27.05,24.71,55.79,6.98,167.63,coffee
99.19,32.16,31.95,23.38,60.47,6.53,176.4,coffee
114.36,15.85,32.41,24.96,51.58,7.45,126.04,coffee
115.83,35.47,27.59,26.35,52.35,7.4,181.11,coffee
118.25,20.01,28.44,25.35,53.52,7.27,135.78,coffee
115.18,29.48,34.9,24.92,65.49,7.38,111.07,coffee
103.2,26.67,28.74,23.6,60.28,6.67,177.47,coffee
97.78,25.5,32.61,24.22,50.21,6.8,185.35,coffee
110.99,37.24,29.53,23.5,63.47,7.11,162.44,coffee
109.59,25.93,32.93,27.04,58.47,7.04,128.51,coffee
101.53,16.88,32.69,23.68,60.22,7.34,130.14,coffee
83.49,38.67,31.68,25.98,54.28,7.07,147.33,coffee
117.04,38.01,33.55,24.71,61.04,7.5,181.83,coffee
98.22,32.11,34.39,24.13,69.58,6.52,121.97,coffee
94.53,26.7,30.8,26.2,51.47,7.25,176.08,coffee
105.18,17.32,27.37,25.29,55.68,7.05,133.3,coffee
106.95,34.77,28.99,25.0,54.86,7.04,174.69,coffee
88.43,16.89,32.58,25.96,54.97,6.49,183.62,coffee
113.48,16.72,31.51,25.46,57.57,7.18,144.2,coffee
91.6,28.43,26.78,24.52,66.36,7.35,139.2,coffee
87.47,19.0,25.51,25.8,68.26,6.33,174.18,coffee
96.26,15.19,31.83,26.35,54.04,6.94,152.36,coffee
109.22,25.58,27.51,23.13,60.86,6.59,164.76,coffee
